_id,participant_id,image_id,image_order,judgment,correct_answer,is_correct,confidence,reasoning,response_time_ms,submitted_at,__v,_synth
698acf1ec832dc7bb6969e49,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_02,10,Real,AI,False,3,,3577,Tue Feb 10 2026 06:24:30 GMT+0000 (Coordinated Universal Time),0,False
698acf23c832dc7bb6969e4b,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_18,11,AI,AI,True,2,,4561,Tue Feb 10 2026 06:24:35 GMT+0000 (Coordinated Universal Time),0,False
698acf27c832dc7bb6969e4d,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_06,12,AI,AI,True,4,,3357,Tue Feb 10 2026 06:24:39 GMT+0000 (Coordinated Universal Time),0,False
698acf2cc832dc7bb6969e4f,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_11,13,AI,Real,False,1,,4687,Tue Feb 10 2026 06:24:44 GMT+0000 (Coordinated Universal Time),0,False
698acf36c832dc7bb6969e51,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_16,14,Real,AI,False,3,,9530,Tue Feb 10 2026 06:24:54 GMT+0000 (Coordinated Universal Time),0,False
698acf3ec832dc7bb6969e53,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_05,15,AI,Real,False,1,,7606,Tue Feb 10 2026 06:25:02 GMT+0000 (Coordinated Universal Time),0,False
698acf45c832dc7bb6969e55,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_04,16,Real,Real,True,5,,6618,Tue Feb 10 2026 06:25:09 GMT+0000 (Coordinated Universal Time),0,False
698acf4dc832dc7bb6969e57,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_08,17,AI,Real,False,1,,7618,Tue Feb 10 2026 06:25:17 GMT+0000 (Coordinated Universal Time),0,False
698acf57c832dc7bb6969e59,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_20,18,AI,AI,True,1,,9495,Tue Feb 10 2026 06:25:27 GMT+0000 (Coordinated Universal Time),0,False
698acf5bc832dc7bb6969e5b,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_11,19,AI,AI,True,4,,3520,Tue Feb 10 2026 06:25:31 GMT+0000 (Coordinated Universal Time),0,False
698acf60c832dc7bb6969e5d,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_07,20,Real,Real,True,2,,4819,Tue Feb 10 2026 06:25:36 GMT+0000 (Coordinated Universal Time),0,False
698acf6bc832dc7bb6969e5f,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_13,21,AI,AI,True,2,,10900,Tue Feb 10 2026 06:25:47 GMT+0000 (Coordinated Universal Time),0,False
698acf70c832dc7bb6969e61,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_01,22,Real,Real,True,4,,4468,Tue Feb 10 2026 06:25:52 GMT+0000 (Coordinated Universal Time),0,False
698acf74c832dc7bb6969e63,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_09,23,AI,AI,True,2,,4117,Tue Feb 10 2026 06:25:56 GMT+0000 (Coordinated Universal Time),0,False
698acf79c832dc7bb6969e65,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_15,24,Real,Real,True,3,,4697,Tue Feb 10 2026 06:26:01 GMT+0000 (Coordinated Universal Time),0,False
698acf7cc832dc7bb6969e67,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_09,25,Real,Real,True,4,,2926,Tue Feb 10 2026 06:26:04 GMT+0000 (Coordinated Universal Time),0,False
698acf81c832dc7bb6969e69,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_04,26,AI,AI,True,4,,4088,Tue Feb 10 2026 06:26:09 GMT+0000 (Coordinated Universal Time),0,False
698acf88c832dc7bb6969e6b,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_19,27,AI,AI,True,5,,6928,Tue Feb 10 2026 06:26:16 GMT+0000 (Coordinated Universal Time),0,False
698acf8cc832dc7bb6969e6d,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_03,28,Real,Real,True,2,,3744,Tue Feb 10 2026 06:26:20 GMT+0000 (Coordinated Universal Time),0,False
698acfafc832dc7bb6969e6f,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_06,29,Real,Real,True,3,,34080,Tue Feb 10 2026 06:26:55 GMT+0000 (Coordinated Universal Time),0,False
698acfb3c832dc7bb6969e71,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_16,30,Real,Real,True,3,,3509,Tue Feb 10 2026 06:26:59 GMT+0000 (Coordinated Universal Time),0,False
698acfbac832dc7bb6969e73,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_17,31,AI,AI,True,4,,6601,Tue Feb 10 2026 06:27:06 GMT+0000 (Coordinated Universal Time),0,False
698ad075c832dc7bb6969e75,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_14,32,AI,Real,False,3,,186861,Tue Feb 10 2026 06:30:13 GMT+0000 (Coordinated Universal Time),0,False
698ad079c832dc7bb6969e77,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_12,33,AI,AI,True,5,,3777,Tue Feb 10 2026 06:30:17 GMT+0000 (Coordinated Universal Time),0,False
698ad07fc832dc7bb6969e79,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_14,34,AI,AI,True,3,,5427,Tue Feb 10 2026 06:30:23 GMT+0000 (Coordinated Universal Time),0,False
698ad084c832dc7bb6969e7b,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_20,35,Real,Real,True,1,,4064,Tue Feb 10 2026 06:30:28 GMT+0000 (Coordinated Universal Time),0,False
698ad08ac832dc7bb6969e7d,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_08,36,AI,AI,True,4,,5710,Tue Feb 10 2026 06:30:34 GMT+0000 (Coordinated Universal Time),0,False
698ad08fc832dc7bb6969e7f,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_13,37,Real,Real,True,2,,4669,Tue Feb 10 2026 06:30:39 GMT+0000 (Coordinated Universal Time),0,False
698ad143c832dc7bb6969e81,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_18,38,Real,Real,True,3,,179719,Tue Feb 10 2026 06:33:39 GMT+0000 (Coordinated Universal Time),0,False
698ad147c832dc7bb6969e83,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,ai_15,39,Real,AI,False,4,,3600,Tue Feb 10 2026 06:33:43 GMT+0000 (Coordinated Universal Time),0,False
698ad14bc832dc7bb6969e85,7db1f37f-1edf-450d-b5b2-85fa3cd1d4ff,real_12,40,Real,Real,True,5,,3859,Tue Feb 10 2026 06:33:47 GMT+0000 (Coordinated Universal Time),0,False
698af0afc832dc7bb6969e96,9409340d-74ce-481c-abf7-4d5de798c45e,real_10,1,AI,Real,False,4,,12794,Tue Feb 10 2026 08:47:43 GMT+0000 (Coordinated Universal Time),0,False
698af0bbc832dc7bb6969e98,9409340d-74ce-481c-abf7-4d5de798c45e,ai_07,2,AI,AI,True,5,,12287,Tue Feb 10 2026 08:47:55 GMT+0000 (Coordinated Universal Time),0,False
698af0d3c832dc7bb6969e9a,9409340d-74ce-481c-abf7-4d5de798c45e,ai_11,3,AI,AI,True,5,,23787,Tue Feb 10 2026 08:48:19 GMT+0000 (Coordinated Universal Time),0,False
698af0efc832dc7bb6969e9c,9409340d-74ce-481c-abf7-4d5de798c45e,real_13,4,Real,Real,True,2,,26770,Tue Feb 10 2026 08:48:47 GMT+0000 (Coordinated Universal Time),0,False
698af0fec832dc7bb6969e9e,9409340d-74ce-481c-abf7-4d5de798c45e,ai_20,5,AI,AI,True,5,,15468,Tue Feb 10 2026 08:49:02 GMT+0000 (Coordinated Universal Time),0,False
698af102c832dc7bb6969ea0,9409340d-74ce-481c-abf7-4d5de798c45e,ai_17,6,AI,AI,True,5,,2837,Tue Feb 10 2026 08:49:06 GMT+0000 (Coordinated Universal Time),0,False
698af107c832dc7bb6969ea2,9409340d-74ce-481c-abf7-4d5de798c45e,real_04,7,Real,Real,True,5,,5483,Tue Feb 10 2026 08:49:11 GMT+0000 (Coordinated Universal Time),0,False
698af124c832dc7bb6969ea4,9409340d-74ce-481c-abf7-4d5de798c45e,real_07,8,AI,Real,False,3,,27886,Tue Feb 10 2026 08:49:40 GMT+0000 (Coordinated Universal Time),0,False
698af13cc832dc7bb6969ea6,9409340d-74ce-481c-abf7-4d5de798c45e,ai_06,9,AI,AI,True,5,,24443,Tue Feb 10 2026 08:50:04 GMT+0000 (Coordinated Universal Time),0,False
698af14ec832dc7bb6969ea8,9409340d-74ce-481c-abf7-4d5de798c45e,real_12,10,Real,Real,True,5,,17614,Tue Feb 10 2026 08:50:22 GMT+0000 (Coordinated Universal Time),0,False
698af722c832dc7bb6969eb9,5f1037e4-1cdd-4dc1-87a1-47020a544a18,ai_20,1,AI,AI,True,5,,3386,Tue Feb 10 2026 09:15:14 GMT+0000 (Coordinated Universal Time),0,False
698af735c832dc7bb6969ebb,5f1037e4-1cdd-4dc1-87a1-47020a544a18,real_17,2,Real,Real,True,5,,18089,Tue Feb 10 2026 09:15:33 GMT+0000 (Coordinated Universal Time),0,False
698c93e4fa091bda9cae8e39,88ea439a-c11c-4de4-a12d-be0701e278e6,ai_05,1,AI,AI,True,3,,546667,Wed Feb 11 2026 14:36:20 GMT+0000 (Coordinated Universal Time),0,False
698c93e8fa091bda9cae8e3d,88ea439a-c11c-4de4-a12d-be0701e278e6,real_04,2,Real,Real,True,5,,3392,Wed Feb 11 2026 14:36:24 GMT+0000 (Coordinated Universal Time),0,False
698ea32beb773fbb3e057e11,a4bb0f98-439e-4c8e-8cb3-3bf36b59f766,real_08,1,Real,Real,True,4,,59711,Fri Feb 13 2026 04:06:03 GMT+0000 (Coordinated Universal Time),0,False
698f3c6818baa47d461b59e8,bc10487b-b5d3-4bd4-b884-d4faca56ad31,real_06,1,Real,Real,True,4,,22850,Fri Feb 13 2026 14:59:52 GMT+0000 (Coordinated Universal Time),0,False
698f3c8c18baa47d461b59f8,f97b3d32-51b8-4553-9771-496058feaf13,ai_16,1,AI,AI,True,4,,8738,Fri Feb 13 2026 15:00:28 GMT+0000 (Coordinated Universal Time),0,False
698f3cc718baa47d461b5a0e,d9deda57-a8ad-4ff9-9851-725e7ea520fc,ai_06,1,AI,AI,True,4,,9919,Fri Feb 13 2026 15:01:27 GMT+0000 (Coordinated Universal Time),0,False
698f3ce418baa47d461b5a1c,fa75b475-83cd-4fb3-9432-bb63132530e0,real_07,1,Real,Real,True,5,,10073,Fri Feb 13 2026 15:01:56 GMT+0000 (Coordinated Universal Time),0,False
698f3f7418baa47d461b5a2a,9ae6ecff-9b51-4df5-9a1d-89364506f78d,real_03,1,Real,Real,True,5,,11969,Fri Feb 13 2026 15:12:52 GMT+0000 (Coordinated Universal Time),0,False
698f3fa118baa47d461b5a3c,0be7c3d2-79a9-4401-9546-18646b2979c3,ai_04,1,AI,AI,True,4,,16109,Fri Feb 13 2026 15:13:37 GMT+0000 (Coordinated Universal Time),0,False
699138b44d9024c3490a875a,43668c5c-bd50-42b8-aae8-2775bda931f4,real_05,1,Real,Real,True,5,,10319,Sun Feb 15 2026 03:08:36 GMT+0000 (Coordinated Universal Time),0,False
699138bf4d9024c3490a875e,43668c5c-bd50-42b8-aae8-2775bda931f4,ai_16,2,AI,AI,True,4,,10549,Sun Feb 15 2026 03:08:47 GMT+0000 (Coordinated Universal Time),0,False
6991e39b4d9024c3490a876a,eb945207-123c-4a99-be1f-50bbb8986b39,real_18,1,Real,Real,True,5,,11412,Sun Feb 15 2026 15:17:47 GMT+0000 (Coordinated Universal Time),0,False
6991e3af4d9024c3490a8770,eb945207-123c-4a99-be1f-50bbb8986b39,ai_09,2,AI,AI,True,4,,20107,Sun Feb 15 2026 15:18:07 GMT+0000 (Coordinated Universal Time),0,False
6995d89b496437e97e191d71,f0493927-c796-4d95-aa02-5f2e5cef869c,ai_20,1,AI,AI,True,4,,15970,Wed Feb 18 2026 15:19:55 GMT+0000 (Coordinated Universal Time),0,False
6995d8a5496437e97e191d7b,f0493927-c796-4d95-aa02-5f2e5cef869c,real_18,2,AI,Real,False,4,,8836,Wed Feb 18 2026 15:20:05 GMT+0000 (Coordinated Universal Time),0,False
6995e5c66b87f5292b750441,e5b0b0cd-26a9-42b4-a375-4b0a75a7a042,real_04,1,AI,Real,False,5,,70025,Wed Feb 18 2026 16:16:06 GMT+0000 (Coordinated Universal Time),0,False
69971fb6e2e062339e1c34fa,f29638f5-9501-4248-945e-e555a6ba371e,ai_02,1,AI,AI,True,4,,17031,Thu Feb 19 2026 14:35:34 GMT+0000 (Coordinated Universal Time),0,False
69971fd6e2e062339e1c3502,f29638f5-9501-4248-945e-e555a6ba371e,real_19,2,Real,Real,True,5,,23232,Thu Feb 19 2026 14:36:06 GMT+0000 (Coordinated Universal Time),0,False
699748c1967703d1f60361e7,c42eb56b-306b-4aa9-a0e5-80ee6035e356,real_09,1,AI,Real,False,5,,14479,Thu Feb 19 2026 17:30:41 GMT+0000 (Coordinated Universal Time),0,False
699748cd967703d1f60361ed,c42eb56b-306b-4aa9-a0e5-80ee6035e356,ai_18,2,AI,AI,True,5,,11316,Thu Feb 19 2026 17:30:53 GMT+0000 (Coordinated Universal Time),0,False
6997e081b827d9ae2c101876,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_16,1,Real,Real,True,4,,14278,Fri Feb 20 2026 04:18:09 GMT+0000 (Coordinated Universal Time),0,False
6997e08ab827d9ae2c101878,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_01,2,AI,AI,True,4,,8947,Fri Feb 20 2026 04:18:18 GMT+0000 (Coordinated Universal Time),0,False
6997e0c3b827d9ae2c10187a,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_04,3,AI,Real,False,4,,56540,Fri Feb 20 2026 04:19:15 GMT+0000 (Coordinated Universal Time),0,False
6997e0c7b827d9ae2c10187c,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_20,4,AI,Real,False,4,,2813,Fri Feb 20 2026 04:19:19 GMT+0000 (Coordinated Universal Time),0,False
6997e0c9b827d9ae2c10187e,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_19,5,AI,AI,True,5,,2357,Fri Feb 20 2026 04:19:21 GMT+0000 (Coordinated Universal Time),0,False
6997e0ccb827d9ae2c101880,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_06,6,AI,AI,True,5,,2420,Fri Feb 20 2026 04:19:24 GMT+0000 (Coordinated Universal Time),0,False
6997e0cfb827d9ae2c101882,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_11,7,AI,AI,True,3,,2027,Fri Feb 20 2026 04:19:27 GMT+0000 (Coordinated Universal Time),0,False
6997e0d1b827d9ae2c101884,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_15,8,AI,AI,True,5,,2199,Fri Feb 20 2026 04:19:29 GMT+0000 (Coordinated Universal Time),0,False
6997e0d3b827d9ae2c101886,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_15,9,Real,Real,True,5,,1538,Fri Feb 20 2026 04:19:31 GMT+0000 (Coordinated Universal Time),0,False
6997e0d6b827d9ae2c101888,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_02,10,AI,AI,True,3,,2670,Fri Feb 20 2026 04:19:34 GMT+0000 (Coordinated Universal Time),0,False
6997e0d9b827d9ae2c10188a,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_09,11,AI,AI,True,5,,2183,Fri Feb 20 2026 04:19:37 GMT+0000 (Coordinated Universal Time),0,False
6997e0dcb827d9ae2c10188c,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_02,12,Real,Real,True,5,,2624,Fri Feb 20 2026 04:19:40 GMT+0000 (Coordinated Universal Time),0,False
6997e0e1b827d9ae2c10188e,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_01,13,AI,Real,False,3,,4910,Fri Feb 20 2026 04:19:45 GMT+0000 (Coordinated Universal Time),0,False
6997e0efb827d9ae2c101890,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_16,14,AI,AI,True,4,,13783,Fri Feb 20 2026 04:19:59 GMT+0000 (Coordinated Universal Time),0,False
6997e0f2b827d9ae2c101892,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_12,15,Real,Real,True,5,,2829,Fri Feb 20 2026 04:20:02 GMT+0000 (Coordinated Universal Time),0,False
6997e0f5b827d9ae2c101894,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_05,16,AI,Real,False,4,,2750,Fri Feb 20 2026 04:20:05 GMT+0000 (Coordinated Universal Time),0,False
6997e0f8b827d9ae2c101896,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_11,17,Real,Real,True,4,,2401,Fri Feb 20 2026 04:20:08 GMT+0000 (Coordinated Universal Time),0,False
6997e0fbb827d9ae2c101898,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_03,18,Real,Real,True,4,,2494,Fri Feb 20 2026 04:20:11 GMT+0000 (Coordinated Universal Time),0,False
6997e0ffb827d9ae2c10189a,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_06,19,Real,Real,True,5,,3355,Fri Feb 20 2026 04:20:15 GMT+0000 (Coordinated Universal Time),0,False
6997e103b827d9ae2c10189c,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_08,20,AI,AI,True,3,,3523,Fri Feb 20 2026 04:20:19 GMT+0000 (Coordinated Universal Time),0,False
6997e107b827d9ae2c10189e,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_13,21,AI,AI,True,5,,4095,Fri Feb 20 2026 04:20:23 GMT+0000 (Coordinated Universal Time),0,False
6997e10ab827d9ae2c1018a0,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_18,22,AI,AI,True,4,,2665,Fri Feb 20 2026 04:20:26 GMT+0000 (Coordinated Universal Time),0,False
6997e10db827d9ae2c1018a2,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,ai_04,23,AI,AI,True,3,,2847,Fri Feb 20 2026 04:20:29 GMT+0000 (Coordinated Universal Time),0,False
6997e111b827d9ae2c1018a4,92a2c47d-11ff-40b1-8dd2-40ed5ad57c74,real_14,24,Real,Real,True,5,,3158,Fri Feb 20 2026 04:20:33 GMT+0000 (Coordinated Universal Time),0,False
6997e48bb827d9ae2c1018b9,56dc546a-a002-4cab-a548-8d8c8a24ca70,ai_18,1,AI,AI,True,5,感觉背景和人物的描线不像是一个画家画的,33266,Fri Feb 20 2026 04:35:23 GMT+0000 (Coordinated Universal Time),0,False
6997e491b827d9ae2c1018bb,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_02,1,Real,Real,True,3,,31865,Fri Feb 20 2026 04:35:29 GMT+0000 (Coordinated Universal Time),0,False
6997e497b827d9ae2c1018bd,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_18,2,AI,AI,True,5,,6243,Fri Feb 20 2026 04:35:35 GMT+0000 (Coordinated Universal Time),0,False
6997e4a5b827d9ae2c1018bf,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_08,3,AI,AI,True,2,,13264,Fri Feb 20 2026 04:35:49 GMT+0000 (Coordinated Universal Time),0,False
6997e4beb827d9ae2c1018c1,56dc546a-a002-4cab-a548-8d8c8a24ca70,ai_13,2,AI,AI,True,2,感觉后面两辆车要撞上了 后面还有一辆车都在人行道上了,51089,Fri Feb 20 2026 04:36:14 GMT+0000 (Coordinated Universal Time),0,False
6997e4d3b827d9ae2c1018c3,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_13,4,AI,AI,True,2,,41809,Fri Feb 20 2026 04:36:35 GMT+0000 (Coordinated Universal Time),0,False
6997e4dbb827d9ae2c1018c5,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_16,5,Real,AI,False,2,,6688,Fri Feb 20 2026 04:36:43 GMT+0000 (Coordinated Universal Time),0,False
6997e4e9b827d9ae2c1018cb,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_01,6,Real,Real,True,5,,13782,Fri Feb 20 2026 04:36:57 GMT+0000 (Coordinated Universal Time),0,False
6997e4f8b827d9ae2c1018d3,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_02,7,Real,AI,False,4,,13834,Fri Feb 20 2026 04:37:12 GMT+0000 (Coordinated Universal Time),0,False
6997e502b827d9ae2c1018d5,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_19,8,AI,AI,True,5,,6633,Fri Feb 20 2026 04:37:22 GMT+0000 (Coordinated Universal Time),0,False
6997e506b827d9ae2c1018d7,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_09,9,AI,AI,True,5,,3866,Fri Feb 20 2026 04:37:26 GMT+0000 (Coordinated Universal Time),0,False
6997e510b827d9ae2c1018dd,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_03,10,Real,Real,True,5,,9289,Fri Feb 20 2026 04:37:36 GMT+0000 (Coordinated Universal Time),0,False
6997e51ab827d9ae2c1018e3,56dc546a-a002-4cab-a548-8d8c8a24ca70,real_14,3,Real,Real,True,4,感觉这张图十分有整体感，然后又有点丑（像是某奇怪赛博朋克那一波热度手游的CG）,81913,Fri Feb 20 2026 04:37:46 GMT+0000 (Coordinated Universal Time),0,False
6997e51cb827d9ae2c1018e5,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_05,11,Real,Real,True,5,,7152,Fri Feb 20 2026 04:37:48 GMT+0000 (Coordinated Universal Time),0,False
6997e522b827d9ae2c1018e7,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_01,12,AI,AI,True,4,,5573,Fri Feb 20 2026 04:37:54 GMT+0000 (Coordinated Universal Time),0,False
6997e535b827d9ae2c1018ed,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_15,13,AI,Real,False,1,,18370,Fri Feb 20 2026 04:38:13 GMT+0000 (Coordinated Universal Time),0,False
6997e540b827d9ae2c1018f3,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_16,14,Real,Real,True,3,,11054,Fri Feb 20 2026 04:38:24 GMT+0000 (Coordinated Universal Time),0,False
6997e551b827d9ae2c1018f9,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_14,15,AI,Real,False,2,,16449,Fri Feb 20 2026 04:38:41 GMT+0000 (Coordinated Universal Time),0,False
6997e55db827d9ae2c101901,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_12,16,Real,Real,True,5,,11471,Fri Feb 20 2026 04:38:53 GMT+0000 (Coordinated Universal Time),0,False
6997e566b827d9ae2c101903,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_06,17,Real,Real,True,2,,9148,Fri Feb 20 2026 04:39:02 GMT+0000 (Coordinated Universal Time),0,False
6997e575b827d9ae2c101907,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_15,18,Real,AI,False,1,,14444,Fri Feb 20 2026 04:39:17 GMT+0000 (Coordinated Universal Time),0,False
6997e58bb827d9ae2c101909,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_06,19,AI,AI,True,2,,8092,Fri Feb 20 2026 04:39:39 GMT+0000 (Coordinated Universal Time),0,False
6997e59ab827d9ae2c10190f,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_11,20,Real,Real,True,4,,15002,Fri Feb 20 2026 04:39:54 GMT+0000 (Coordinated Universal Time),0,False
6997e5a4b827d9ae2c101915,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_04,21,AI,AI,True,1,,9326,Fri Feb 20 2026 04:40:04 GMT+0000 (Coordinated Universal Time),0,False
6997e5b8b827d9ae2c101917,56dc546a-a002-4cab-a548-8d8c8a24ca70,ai_02,4,Real,AI,False,5,我感觉衣服上的设计有点厉害 不像是AI能够设计出来的 我感觉AI不会细化到这样的服装设计,99751,Fri Feb 20 2026 04:40:24 GMT+0000 (Coordinated Universal Time),0,False
6997e5c4b827d9ae2c101919,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_04,22,Real,Real,True,2,,31326,Fri Feb 20 2026 04:40:36 GMT+0000 (Coordinated Universal Time),0,False
6997e5deb827d9ae2c10191f,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_20,23,Real,Real,True,5,,19245,Fri Feb 20 2026 04:41:02 GMT+0000 (Coordinated Universal Time),0,False
6997e5e3b827d9ae2c101921,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_11,24,AI,AI,True,5,,4081,Fri Feb 20 2026 04:41:07 GMT+0000 (Coordinated Universal Time),0,False
