_id,participant_id,image_id,image_order,judgment,correct_answer,is_correct,confidence,reasoning,response_time_ms,submitted_at,__v
37e13a83-af89-48ce-b98c-5fa0abfa7d70,a65142a1-6733-4338-b43f-ac7ab61af9bc,ai_16,21,AI,AI,True,5,,18643,Sun Mar 01 2026 08:14:44 GMT+0000 (Coordinated Universal Time),0
db1eab5d-ff60-4d77-91b2-be3df77df1b1,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_16,1,Real,Real,True,3,,83128,Sun Mar 01 2026 08:20:21 GMT+0000 (Coordinated Universal Time),0
32da8591-7a27-44eb-b5fd-8b126fd08fdf,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_12,2,Real,Real,True,3,,8805,Sun Mar 01 2026 08:20:43 GMT+0000 (Coordinated Universal Time),0
0b272415-e10e-4d67-9218-c61d9d07af41,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_15,3,Real,AI,False,2,,9882,Sun Mar 01 2026 08:20:55 GMT+0000 (Coordinated Universal Time),0
00475d53-fe5a-44f2-afd9-673de1ff8e56,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_04,4,AI,Real,False,5,,20309,Sun Mar 01 2026 08:21:28 GMT+0000 (Coordinated Universal Time),0
bbbcf2f4-8ec3-47c5-aab2-9ed21142cc7a,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_05,5,AI,Real,False,2,,67009,Sun Mar 01 2026 08:22:44 GMT+0000 (Coordinated Universal Time),0
1c183199-50f1-4f33-89f0-207d1c093406,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_16,6,Real,AI,False,4,,220571,Sun Mar 01 2026 08:26:27 GMT+0000 (Coordinated Universal Time),0
08ca845f-1bf1-489a-ac4f-8b1d31cd28ae,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_08,7,AI,AI,True,5,,16008,Sun Mar 01 2026 08:26:48 GMT+0000 (Coordinated Universal Time),0
7ee34b70-f9ac-4276-9808-52f47e8b8a81,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_06,8,Real,Real,True,3,,3017,Sun Mar 01 2026 08:26:58 GMT+0000 (Coordinated Universal Time),0
7ebdf28d-50be-4e19-981f-1a633a5ba2dc,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_13,9,AI,AI,True,3,,26796,Sun Mar 01 2026 08:27:30 GMT+0000 (Coordinated Universal Time),0
370292f8-4add-440c-aad8-88695466e1d2,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_02,10,AI,Real,False,1,直觉判断,26432,Sun Mar 01 2026 08:28:09 GMT+0000 (Coordinated Universal Time),0
852c30d2-0a67-4ae0-9ce2-cf9db0f285c5,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_01,11,AI,Real,False,2,,96872,Sun Mar 01 2026 08:29:58 GMT+0000 (Coordinated Universal Time),0
9c2b167d-c796-4ca0-8f08-f1511813be27,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_03,12,AI,Real,False,4,,7321,Sun Mar 01 2026 08:30:11 GMT+0000 (Coordinated Universal Time),0
bc721580-9410-4b5a-a537-8196277b7019,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_02,13,AI,AI,True,4,,6750,Sun Mar 01 2026 08:30:23 GMT+0000 (Coordinated Universal Time),0
f7f2ab2c-6d21-4fe2-be85-c812081235ca,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_20,14,AI,Real,False,5,,22402,Sun Mar 01 2026 08:30:51 GMT+0000 (Coordinated Universal Time),0
d69dbdba-0fa8-476c-96e8-a34b419aae7e,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_09,15,AI,AI,True,3,,8303,Sun Mar 01 2026 08:31:11 GMT+0000 (Coordinated Universal Time),0
1b87c03c-fe53-4a3d-b5aa-db45f57dad0d,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_04,16,AI,AI,True,3,,7054,Sun Mar 01 2026 08:31:22 GMT+0000 (Coordinated Universal Time),0
e01a0dbf-146a-45d6-a62c-0535c6836f57,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_11,17,Real,Real,True,2,,16054,Sun Mar 01 2026 08:31:41 GMT+0000 (Coordinated Universal Time),0
305915ca-78e8-475e-bcf5-488b873528fa,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_19,18,AI,AI,True,4,,2000,Sun Mar 01 2026 08:31:47 GMT+0000 (Coordinated Universal Time),0
af96a9a6-cc59-4dd2-bc30-725e5a410c7f,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_01,19,AI,AI,True,5,,7453,Sun Mar 01 2026 08:32:04 GMT+0000 (Coordinated Universal Time),0
b377ac88-0286-4916-83bf-e66e79cc0eb3,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_14,20,AI,Real,False,5,,12695,Sun Mar 01 2026 08:32:30 GMT+0000 (Coordinated Universal Time),0
0a20a0cb-b535-42f4-8d75-7b367e70b027,21937e1a-04d7-4c7d-843c-8186ad696cd7,real_15,21,AI,Real,False,4,,66354,Sun Mar 01 2026 08:33:50 GMT+0000 (Coordinated Universal Time),0
ade77abe-6ed3-4ead-ba3f-8f2b9a43660e,d43a96a5-051a-442b-b312-fed7168671da,ai_16,1,AI,AI,True,5,耳朵细节渲染有误,24629,Sun Mar 01 2026 08:37:23 GMT+0000 (Coordinated Universal Time),0
c621f9ab-09ca-484c-9b86-078c36360bfe,d43a96a5-051a-442b-b312-fed7168671da,real_16,2,Real,Real,True,4,,19681,Sun Mar 01 2026 08:37:53 GMT+0000 (Coordinated Universal Time),0
8aeb7ac6-b69b-44ee-bbf0-487741e22174,d43a96a5-051a-442b-b312-fed7168671da,ai_02,3,Real,AI,False,5,,251167,Sun Mar 01 2026 08:42:09 GMT+0000 (Coordinated Universal Time),0
5ab98519-61f6-42f8-b7e6-eb223d52ada6,d43a96a5-051a-442b-b312-fed7168671da,ai_08,4,Real,AI,False,2,,5493,Sun Mar 01 2026 08:42:24 GMT+0000 (Coordinated Universal Time),0
bc2a5278-9c80-4051-b77b-421c40a68d9c,d43a96a5-051a-442b-b312-fed7168671da,real_11,5,AI,Real,False,1,与已知图片对比后判断,11849,Sun Mar 01 2026 08:42:47 GMT+0000 (Coordinated Universal Time),0
403d5359-c118-4ff4-8611-5de6319a7a43,d43a96a5-051a-442b-b312-fed7168671da,ai_15,6,AI,AI,True,3,,3804,Sun Mar 01 2026 08:43:04 GMT+0000 (Coordinated Universal Time),0
3f0ed761-d686-4cb0-bf44-50a24cbe0d11,d43a96a5-051a-442b-b312-fed7168671da,real_12,7,Real,Real,True,5,眼睛的反光不自然,113426,Sun Mar 01 2026 08:45:12 GMT+0000 (Coordinated Universal Time),0
1b020a4a-644b-48d6-a38a-05c3cd64a28c,d43a96a5-051a-442b-b312-fed7168671da,ai_01,8,AI,AI,True,3,风格过于完美和干净,19207,Sun Mar 01 2026 08:45:34 GMT+0000 (Coordinated Universal Time),0
22930c72-d4d7-463a-8a93-e9f087a130ce,d43a96a5-051a-442b-b312-fed7168671da,real_05,9,AI,Real,False,1,,7973,Sun Mar 01 2026 08:45:45 GMT+0000 (Coordinated Universal Time),0
de391178-b674-45ba-8cf3-ef843560979f,d43a96a5-051a-442b-b312-fed7168671da,ai_04,10,AI,AI,True,4,脸部细节有些奇怪,29037,Sun Mar 01 2026 08:46:17 GMT+0000 (Coordinated Universal Time),0
0a9a8392-d191-4244-9c32-253f8e5dd994,d43a96a5-051a-442b-b312-fed7168671da,real_15,11,Real,Real,True,4,,9225,Sun Mar 01 2026 08:46:37 GMT+0000 (Coordinated Universal Time),0
9fb371a8-da99-45a6-8ca9-22b4f98a1630,d43a96a5-051a-442b-b312-fed7168671da,real_14,12,Real,Real,True,5,,29655,Sun Mar 01 2026 08:47:10 GMT+0000 (Coordinated Universal Time),0
8e4e8722-bfb7-4cfd-88c8-46e8076ea5d1,d43a96a5-051a-442b-b312-fed7168671da,ai_13,13,AI,AI,True,2,,4200,Sun Mar 01 2026 08:47:28 GMT+0000 (Coordinated Universal Time),0
8536dd10-2863-4026-bfa2-208ff103870a,d43a96a5-051a-442b-b312-fed7168671da,real_01,14,Real,Real,True,3,,28752,Sun Mar 01 2026 08:48:09 GMT+0000 (Coordinated Universal Time),0
6c82e049-f3c6-4efe-8c91-34e1824078d3,d43a96a5-051a-442b-b312-fed7168671da,real_06,15,Real,Real,True,3,风格过于完美和干净,21883,Sun Mar 01 2026 08:48:34 GMT+0000 (Coordinated Universal Time),0
61b6b08b-72aa-41d6-b97b-08e7533d95f4,d43a96a5-051a-442b-b312-fed7168671da,real_03,16,Real,Real,True,4,眼睛的反光不自然,9004,Sun Mar 01 2026 08:48:56 GMT+0000 (Coordinated Universal Time),0
769843fd-82b5-4d87-9595-5fc9eb5e05a5,d43a96a5-051a-442b-b312-fed7168671da,ai_19,17,AI,AI,True,3,,89901,Sun Mar 01 2026 08:50:31 GMT+0000 (Coordinated Universal Time),0
ef20450c-9820-4d6a-98d8-9b2d3f5b7586,d43a96a5-051a-442b-b312-fed7168671da,real_04,18,AI,Real,False,2,纹理不对，太光滑了,29967,Sun Mar 01 2026 08:51:08 GMT+0000 (Coordinated Universal Time),0
11e8b208-34b1-4d99-85fd-8130287f92aa,d43a96a5-051a-442b-b312-fed7168671da,real_02,19,Real,Real,True,3,,55561,Sun Mar 01 2026 08:52:15 GMT+0000 (Coordinated Universal Time),0
5ae4d1c8-4cfc-4aa8-b802-b2d85a3db38f,d43a96a5-051a-442b-b312-fed7168671da,real_20,20,Real,Real,True,4,光影太均匀，像AI生成,52236,Sun Mar 01 2026 08:53:17 GMT+0000 (Coordinated Universal Time),0
345c251e-a9d7-4504-820e-fa48155395ac,d43a96a5-051a-442b-b312-fed7168671da,ai_09,21,AI,AI,True,4,,16574,Sun Mar 01 2026 08:53:45 GMT+0000 (Coordinated Universal Time),0
b06f3a5c-b0b4-4162-825a-d6849a34d4ac,d5b7893e-9583-4346-8e7b-13713b17001a,ai_02,1,Real,AI,False,3,,16715,Sun Mar 01 2026 08:58:30 GMT+0000 (Coordinated Universal Time),0
6a6edb94-4ab3-4492-8fe8-9ef9d610d460,d5b7893e-9583-4346-8e7b-13713b17001a,ai_04,2,AI,AI,True,5,,62355,Sun Mar 01 2026 08:59:37 GMT+0000 (Coordinated Universal Time),0
a3d61d09-28e5-4e99-9cce-605a82190e1e,d5b7893e-9583-4346-8e7b-13713b17001a,real_06,3,AI,Real,False,3,,78305,Sun Mar 01 2026 09:01:08 GMT+0000 (Coordinated Universal Time),0
f68e875e-5ce6-48d1-8242-25a1ed852bc2,d5b7893e-9583-4346-8e7b-13713b17001a,real_03,4,Real,Real,True,1,,6171,Sun Mar 01 2026 09:01:28 GMT+0000 (Coordinated Universal Time),0
a2e51be1-f75a-4680-ae3f-413f1ccfa4fa,d5b7893e-9583-4346-8e7b-13713b17001a,real_04,5,Real,Real,True,4,,85051,Sun Mar 01 2026 09:03:02 GMT+0000 (Coordinated Universal Time),0
b8cc4fea-4d6b-48e3-9c75-771d945ffec1,d5b7893e-9583-4346-8e7b-13713b17001a,real_11,6,Real,Real,True,5,,3986,Sun Mar 01 2026 09:03:13 GMT+0000 (Coordinated Universal Time),0
a61ab36a-a67f-42ca-9439-1794a9583ae9,d5b7893e-9583-4346-8e7b-13713b17001a,ai_13,7,AI,AI,True,4,手看起来有点奇怪,32589,Sun Mar 01 2026 09:03:56 GMT+0000 (Coordinated Universal Time),0
0e461735-7697-49d2-8174-8678af5ed7db,d5b7893e-9583-4346-8e7b-13713b17001a,real_16,8,Real,Real,True,3,,15110,Sun Mar 01 2026 09:04:23 GMT+0000 (Coordinated Universal Time),0
5bfd0a0c-b85f-4075-b028-5b7b2f4dd68e,d5b7893e-9583-4346-8e7b-13713b17001a,ai_01,9,AI,AI,True,3,手看起来有点奇怪,9242,Sun Mar 01 2026 09:04:35 GMT+0000 (Coordinated Universal Time),0
ace00d42-414c-4cd4-8b0f-ac64c533b332,d5b7893e-9583-4346-8e7b-13713b17001a,ai_15,10,AI,AI,True,4,,50384,Sun Mar 01 2026 09:05:35 GMT+0000 (Coordinated Universal Time),0
c93b708f-b32f-43d2-b9e6-f630347e2ead,d5b7893e-9583-4346-8e7b-13713b17001a,real_20,11,Real,Real,True,4,,65056,Sun Mar 01 2026 09:06:44 GMT+0000 (Coordinated Universal Time),0
73448a09-0d5c-4510-abea-834d4fbecad8,d5b7893e-9583-4346-8e7b-13713b17001a,real_14,12,Real,Real,True,4,,37808,Sun Mar 01 2026 09:07:30 GMT+0000 (Coordinated Universal Time),0
651ef9a9-4b47-4e55-b6ce-45993764c54d,d5b7893e-9583-4346-8e7b-13713b17001a,real_05,13,AI,Real,False,3,,7519,Sun Mar 01 2026 09:07:42 GMT+0000 (Coordinated Universal Time),0
474e0642-329a-4bbd-bda5-ad75ca843676,d5b7893e-9583-4346-8e7b-13713b17001a,ai_08,14,Real,AI,False,4,,62647,Sun Mar 01 2026 09:08:55 GMT+0000 (Coordinated Universal Time),0
ad768b0a-b64d-4b43-b9be-3e4f117f4f4a,d5b7893e-9583-4346-8e7b-13713b17001a,ai_19,15,Real,AI,False,1,,9203,Sun Mar 01 2026 09:09:13 GMT+0000 (Coordinated Universal Time),0
e893eba6-3780-4f0d-bfd9-9457b888bf4a,d5b7893e-9583-4346-8e7b-13713b17001a,real_02,16,Real,Real,True,5,,22938,Sun Mar 01 2026 09:09:39 GMT+0000 (Coordinated Universal Time),0
00ba3897-30c0-41fd-a9d5-36d3a5d87da1,d5b7893e-9583-4346-8e7b-13713b17001a,real_12,17,Real,Real,True,4,手看起来有点奇怪,42563,Sun Mar 01 2026 09:10:36 GMT+0000 (Coordinated Universal Time),0
f852640a-91f1-4e60-a355-9c4fa6f1b2f4,d5b7893e-9583-4346-8e7b-13713b17001a,real_01,18,Real,Real,True,3,,16970,Sun Mar 01 2026 09:11:01 GMT+0000 (Coordinated Universal Time),0
3f85e113-6039-41e1-92e2-36cf6164904b,d5b7893e-9583-4346-8e7b-13713b17001a,ai_09,19,AI,AI,True,4,,25989,Sun Mar 01 2026 09:11:29 GMT+0000 (Coordinated Universal Time),0
ac31f283-3ff3-4644-94f0-84585a7d7da0,d5b7893e-9583-4346-8e7b-13713b17001a,real_15,20,AI,Real,False,2,,25167,Sun Mar 01 2026 09:12:02 GMT+0000 (Coordinated Universal Time),0
57564bcd-2a20-413b-91dd-949f50abb6a5,d5b7893e-9583-4346-8e7b-13713b17001a,ai_16,21,AI,AI,True,4,,9725,Sun Mar 01 2026 09:12:25 GMT+0000 (Coordinated Universal Time),0
48854ebb-8c2b-455d-898b-e857b244a507,297ce686-f0eb-48dc-8188-100a44e4a674,real_16,1,Real,Real,True,5,,19334,Sun Mar 01 2026 09:16:11 GMT+0000 (Coordinated Universal Time),0
6aa0cdeb-f6dc-4592-8fe9-6f1d79c1c268,297ce686-f0eb-48dc-8188-100a44e4a674,ai_16,2,AI,AI,True,2,,26613,Sun Mar 01 2026 09:16:42 GMT+0000 (Coordinated Universal Time),0
d5026168-01a0-42ed-99f6-ee80d17a0c04,297ce686-f0eb-48dc-8188-100a44e4a674,ai_13,3,AI,AI,True,5,手看起来有点奇怪,16092,Sun Mar 01 2026 09:17:03 GMT+0000 (Coordinated Universal Time),0
9361aeab-0043-488b-b3d9-92af1b9aa8ce,297ce686-f0eb-48dc-8188-100a44e4a674,ai_19,4,Real,AI,False,2,,17869,Sun Mar 01 2026 09:17:31 GMT+0000 (Coordinated Universal Time),0
3538dee9-0502-4b7a-ae1f-39d857497abe,297ce686-f0eb-48dc-8188-100a44e4a674,real_03,5,AI,Real,False,3,,7066,Sun Mar 01 2026 09:17:46 GMT+0000 (Coordinated Universal Time),0
dfc5b3cc-3d44-4cbd-844f-a422ac3ef6e0,297ce686-f0eb-48dc-8188-100a44e4a674,ai_02,6,AI,AI,True,5,,48816,Sun Mar 01 2026 09:18:44 GMT+0000 (Coordinated Universal Time),0
0ae0e71b-b659-4f57-8874-adde354012f0,297ce686-f0eb-48dc-8188-100a44e4a674,real_06,7,Real,Real,True,2,,12116,Sun Mar 01 2026 09:18:58 GMT+0000 (Coordinated Universal Time),0
20e3a11f-35c6-49be-8dff-00b34d74c26b,297ce686-f0eb-48dc-8188-100a44e4a674,real_20,8,Real,Real,True,5,,15135,Sun Mar 01 2026 09:19:16 GMT+0000 (Coordinated Universal Time),0
2b35a60a-0efe-4569-8b56-bedc1b8f0ff1,297ce686-f0eb-48dc-8188-100a44e4a674,ai_01,9,AI,AI,True,4,,8446,Sun Mar 01 2026 09:19:30 GMT+0000 (Coordinated Universal Time),0
cfa8bbf8-a547-4230-8f2c-b32ced18b6b3,297ce686-f0eb-48dc-8188-100a44e4a674,ai_15,10,Real,AI,False,3,,4191,Sun Mar 01 2026 09:19:46 GMT+0000 (Coordinated Universal Time),0
1eace491-d710-45f9-9b4b-8e7f08db40a7,297ce686-f0eb-48dc-8188-100a44e4a674,ai_09,11,AI,AI,True,3,,49038,Sun Mar 01 2026 09:20:42 GMT+0000 (Coordinated Universal Time),0
703b6436-1dca-4b47-8ad8-1c16a6f14ab6,297ce686-f0eb-48dc-8188-100a44e4a674,real_15,12,AI,Real,False,2,,22444,Sun Mar 01 2026 09:21:18 GMT+0000 (Coordinated Universal Time),0
c1e994c2-fb32-4ec2-a2a8-4216d8c332a1,297ce686-f0eb-48dc-8188-100a44e4a674,ai_08,13,AI,AI,True,5,,18200,Sun Mar 01 2026 09:21:43 GMT+0000 (Coordinated Universal Time),0
69491ce1-2035-48aa-9b27-8db33a5e8780,297ce686-f0eb-48dc-8188-100a44e4a674,real_02,14,Real,Real,True,3,看着太光滑了,9018,Sun Mar 01 2026 09:21:59 GMT+0000 (Coordinated Universal Time),0
f841a7f3-9302-4c9c-9786-f7897eaadf61,297ce686-f0eb-48dc-8188-100a44e4a674,real_01,15,AI,Real,False,1,,60118,Sun Mar 01 2026 09:23:04 GMT+0000 (Coordinated Universal Time),0
120ba4b6-7842-46f1-b870-320221695726,297ce686-f0eb-48dc-8188-100a44e4a674,real_11,16,Real,Real,True,5,手看起来有点奇怪,40667,Sun Mar 01 2026 09:23:51 GMT+0000 (Coordinated Universal Time),0
39d8b95a-6022-4994-841e-ce7afc48c664,297ce686-f0eb-48dc-8188-100a44e4a674,real_14,17,Real,Real,True,5,,14240,Sun Mar 01 2026 09:24:18 GMT+0000 (Coordinated Universal Time),0
7f0d0f1a-8b83-4c94-b3c3-6fc4bae823a6,297ce686-f0eb-48dc-8188-100a44e4a674,real_04,18,Real,Real,True,5,,89279,Sun Mar 01 2026 09:25:59 GMT+0000 (Coordinated Universal Time),0
4566e4de-5c04-48dd-8315-815acdeaca15,297ce686-f0eb-48dc-8188-100a44e4a674,real_05,19,Real,Real,True,3,,5513,Sun Mar 01 2026 09:26:15 GMT+0000 (Coordinated Universal Time),0
f4476d8b-9d83-4b4e-acd8-27bd251548d0,297ce686-f0eb-48dc-8188-100a44e4a674,real_12,20,AI,Real,False,4,背景感觉有点假,6213,Sun Mar 01 2026 09:26:34 GMT+0000 (Coordinated Universal Time),0
b272bce0-038d-4761-a1b7-d44b3fd2b0b4,297ce686-f0eb-48dc-8188-100a44e4a674,ai_04,21,AI,AI,True,5,,24639,Sun Mar 01 2026 09:27:05 GMT+0000 (Coordinated Universal Time),0
710522ea-ac66-48c6-8348-b9d7be865cf2,f5524fc8-c780-4e9b-97cc-4d794e161962,real_14,1,AI,Real,False,3,,16246,Sun Mar 01 2026 09:31:14 GMT+0000 (Coordinated Universal Time),0
4b5a40dd-91ce-408f-87d9-05bd0dbf6db8,f5524fc8-c780-4e9b-97cc-4d794e161962,real_16,2,Real,Real,True,5,手看起来有点奇怪,13153,Sun Mar 01 2026 09:31:40 GMT+0000 (Coordinated Universal Time),0
4465d028-7221-4a45-bcd3-6bb620213345,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_19,3,AI,AI,True,4,,10585,Sun Mar 01 2026 09:31:56 GMT+0000 (Coordinated Universal Time),0
1549fd0d-d9fc-42e3-867a-75c30aab0dd0,f5524fc8-c780-4e9b-97cc-4d794e161962,real_03,4,AI,Real,False,2,,17927,Sun Mar 01 2026 09:32:23 GMT+0000 (Coordinated Universal Time),0
6bd1d540-7055-45b1-9644-14d1b741154d,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_08,5,AI,AI,True,5,看起来比较真实,6714,Sun Mar 01 2026 09:32:36 GMT+0000 (Coordinated Universal Time),0
a4351ac7-2a78-4c38-bc26-cbc747469de4,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_09,6,AI,AI,True,4,,50560,Sun Mar 01 2026 09:33:30 GMT+0000 (Coordinated Universal Time),0
f828c759-e649-46ef-9fcf-bd928d7d45aa,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_15,7,Real,AI,False,3,,4296,Sun Mar 01 2026 09:33:44 GMT+0000 (Coordinated Universal Time),0
fbe75e97-706f-438d-8dff-4d99a375b32c,f5524fc8-c780-4e9b-97cc-4d794e161962,real_01,8,AI,Real,False,2,,42844,Sun Mar 01 2026 09:34:34 GMT+0000 (Coordinated Universal Time),0
a5710fb8-35f6-455e-96f5-05aadfea4bbf,f5524fc8-c780-4e9b-97cc-4d794e161962,real_06,9,Real,Real,True,5,,11451,Sun Mar 01 2026 09:34:50 GMT+0000 (Coordinated Universal Time),0
62b0c49f-083d-4a80-b57b-103b7360fe02,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_02,10,AI,AI,True,5,,70076,Sun Mar 01 2026 09:36:11 GMT+0000 (Coordinated Universal Time),0
f42c8fc2-6fa7-4d15-977a-2a666baded28,f5524fc8-c780-4e9b-97cc-4d794e161962,real_12,11,Real,Real,True,5,第一印象判断,7858,Sun Mar 01 2026 09:36:28 GMT+0000 (Coordinated Universal Time),0
632bce78-6ace-46ce-a641-092b51311d26,f5524fc8-c780-4e9b-97cc-4d794e161962,real_04,12,Real,Real,True,5,,110960,Sun Mar 01 2026 09:38:32 GMT+0000 (Coordinated Universal Time),0
df182f3b-ccab-4c57-9be3-398c93f8ef2d,f5524fc8-c780-4e9b-97cc-4d794e161962,real_02,13,AI,Real,False,5,,5329,Sun Mar 01 2026 09:38:47 GMT+0000 (Coordinated Universal Time),0
e79d4ed8-73e1-4fe8-8fc3-b8e6cc620d74,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_16,14,AI,AI,True,4,,62954,Sun Mar 01 2026 09:40:04 GMT+0000 (Coordinated Universal Time),0
16604384-ea75-4bd6-9a7a-2c91ef4b40ca,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_04,15,AI,AI,True,3,,2000,Sun Mar 01 2026 09:40:16 GMT+0000 (Coordinated Universal Time),0
4e231a98-f50d-43f4-a72f-9b923449df6c,f5524fc8-c780-4e9b-97cc-4d794e161962,ai_01,16,Real,AI,False,1,第一印象判断,13874,Sun Mar 01 2026 09:40:38 GMT+0000 (Coordinated Universal Time),0
